"Ajatempel (UTC)";"Kuupaev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1668560400";"16.11.2022 03:00";"771,6";"752,5";"777,7";"757,4"
"1668564000";"16.11.2022 04:00";"777,4";"774,5";"784";"767,9"
"1668567600";"16.11.2022 05:00";"812,4";"779,2";"820,5";"763,8"
"1668571200";"16.11.2022 06:00";"933";"785,3";"923,7";"775,7"
"1668574800";"16.11.2022 07:00";"1064,1";"782,2";"1056,2";"768,4"
"1668578400";"16.11.2022 08:00";"1137,8";"784,2";"1120,3";"761,6"
"1668582000";"16.11.2022 09:00";"1153,7";"784,6";"1151,3";"764,2"
"1668585600";"16.11.2022 10:00";"1157,7";"801,1";"1158,9";"764,8"
"1668589200";"16.11.2022 11:00";"1147";"817,2";"1151,2";"788,5"
"1668592800";"16.11.2022 12:00";"1120,2";"811,4";"1119,5";"783,1"
"1668596400";"16.11.2022 13:00";"1139,8";"795,6";"1154,4";"776,6"
"1668600000";"16.11.2022 14:00";"1141,7";"790,7";"1142,8";"782,5"
"1668603600";"16.11.2022 15:00";"1160,3";"768,9";"1138,7";"765,1"
"1668607200";"16.11.2022 16:00";"1179,3";"763,2";"1144,3";"759,7"
"1668610800";"16.11.2022 17:00";"1174,4";"770,6";"1163,3";"760,1"
"1668614400";"16.11.2022 18:00";"1151,4";"787,6";"1133,1";"758,2"
"1668618000";"16.11.2022 19:00";"1120,7";"792,8";"1113,5";"760,6"
"1668621600";"16.11.2022 20:00";"1078,3";"775,3";"1097,4";"761,4"
"1668625200";"16.11.2022 21:00";"1041,6";"772,1";"1054,6";"758,2"
"1668628800";"16.11.2022 22:00";"971,1";"744,9";"983,4";"755,4"
"1668632400";"16.11.2022 23:00";"883,8";"736,7";"918,8";"753,8"
"1668636000";"17.11.2022 00:00";"845,2";"707,4";"823,8";"722,2"
"1668639600";"17.11.2022 01:00";"830,7";"774,1";"810,3";"755,7"
"1668643200";"17.11.2022 02:00";"816,4";"791";"801,7";"754,5"
"1668646800";"17.11.2022 03:00";"829,7";"777,3";"796,9";"734,8"
"1668650400";"17.11.2022 04:00";"821,2";"768,7";"813,1";"740,8"
"1668654000";"17.11.2022 05:00";"853,4";"792,9";"860,5";"773,4"
"1668657600";"17.11.2022 06:00";"963,5";"798,7";"976,7";"773,7"
"1668661200";"17.11.2022 07:00";"1094,6";"797,6";"1083,3";"779"
"1668664800";"17.11.2022 08:00";"1166";"808,4";"1167,1";"773,4"
"1668668400";"17.11.2022 09:00";"1203,9";"810,5";"1190,7";"788,9"
"1668672000";"17.11.2022 10:00";"1202,7";"818,1";"1177,1";"774,5"
"1668675600";"17.11.2022 11:00";"1184";"846,5";"1192,2";"794,2"
"1668679200";"17.11.2022 12:00";"1162,6";"851,7";"1197,3";"803,5"
"1668682800";"17.11.2022 13:00";"1194";"860,9";"1200,2";"811,5"
"1668686400";"17.11.2022 14:00";"1174,5";"868";"1179,8";"828,9"
"1668690000";"17.11.2022 15:00";"1175,2";"868,2";"1189,1";"818,5"
"1668693600";"17.11.2022 16:00";"1191,6";"880,3";"1195,2";"836,7"
"1668697200";"17.11.2022 17:00";"1189,6";"869,6";"1195,7";"842,6"
"1668700800";"17.11.2022 18:00";"1172,9";"883,7";"1163,9";"843,6"
"1668704400";"17.11.2022 19:00";"1130,7";"883,1";"1129,7";"842,5"
"1668708000";"17.11.2022 20:00";"1093,8";"883,4";"1113,2";"834,8"
"1668711600";"17.11.2022 21:00";"1042,1";"837,3";"1081,9";"824,4"
"1668715200";"17.11.2022 22:00";"976,8";"835";"1023,9";"823"
"1668718800";"17.11.2022 23:00";"900,8";"834,8";"955,6";"819,4"
"1668722400";"18.11.2022 00:00";"853,1";"768,6";"878,7";"777"
"1668726000";"18.11.2022 01:00";"819,9";"840";"847";"852,9"
"1668729600";"18.11.2022 02:00";"786,5";"876,9";"830,1";"871,4"
"1668733200";"18.11.2022 03:00";"795,7";"817,7";"820,9";"863,8"
"1668736800";"18.11.2022 04:00";"813,4";"837,6";"845,4";"874,1"
"1668740400";"18.11.2022 05:00";"851,8";"862,4";"855,5";"856,3"
"1668744000";"18.11.2022 06:00";"958,3";"854,1";"971,9";"846,1"
"1668747600";"18.11.2022 07:00";"1087,7";"848,6";"1106,3";"849,8"
"1668751200";"18.11.2022 08:00";"1173,7";"852,3";"1131,7";"847"
"1668754800";"18.11.2022 09:00";"1207,9";"855,8";"1165,7";"867,2"
"1668758400";"18.11.2022 10:00";"1198";"864,5";"1217,5";"876,8"
"1668762000";"18.11.2022 11:00";"1198";"888,5";"1214";"895,6"
"1668765600";"18.11.2022 12:00";"1186,6";"904,2";"1181,3";"911,1"
"1668769200";"18.11.2022 13:00";"1209,5";"898,4";"1173,1";"927"
"1668772800";"18.11.2022 14:00";"1196,7";"926,8";"1161,8";"919,8"
"1668776400";"18.11.2022 15:00";"1189,9";"911,9";"1185";"898,9"
"1668780000";"18.11.2022 16:00";"1205,9";"914,7";"1209,6";"910,6"
"1668783600";"18.11.2022 17:00";"1202,4";"950,6";"1209,1";"924,1"
"1668787200";"18.11.2022 18:00";"1180,4";"962,2";"1156,4";"927,5"
"1668790800";"18.11.2022 19:00";"1145";"964,3";"1124";"941,7"
"1668794400";"18.11.2022 20:00";"1099,8";"968";"1093,5";"944,3"
"1668798000";"18.11.2022 21:00";"1053,5";"973,3";"1032,4";"949,1"
"1668801600";"18.11.2022 22:00";"996,5";"990,1";"970";"954,9"
"1668805200";"18.11.2022 23:00";"923,5";"960,9";"935,2";"953,5"
"1668808800";"19.11.2022 00:00";"884,2";"975,4";"898,8";"930,2"
"1668812400";"19.11.2022 01:00";"859,3";"973,5";"848,7";"927,1"
"1668816000";"19.11.2022 02:00";"842,2";"958,6";"818,7";"913"
"1668819600";"19.11.2022 03:00";"835,2";"906,7";"820,9";"912"
"1668823200";"19.11.2022 04:00";"834,7";"793,5";"838,6";"810,3"
"1668826800";"19.11.2022 05:00";"853,5";"811,1";"840";"792,2"
"1668830400";"19.11.2022 06:00";"897,1";"888,8";"864,4";"841,9"
"1668834000";"19.11.2022 07:00";"938,7";"896,6";"883,2";"875"
"1668837600";"19.11.2022 08:00";"992,3";"875,6";"935,7";"887"
"1668841200";"19.11.2022 09:00";"1056,4";"876,3";"971,5";"887,3"
"1668844800";"19.11.2022 10:00";"1115,6";"920,1";"995,6";"881,8"
"1668848400";"19.11.2022 11:00";"1136,4";"949,8";"1004,1";"884,7"
"1668852000";"19.11.2022 12:00";"1145,3";"956,2";"983,4";"890,4"
"1668855600";"19.11.2022 13:00";"1125,3";"923,9";"978";"887,2"
"1668859200";"19.11.2022 14:00";"1123,8";"898,1";"973,4";"867,7"
"1668862800";"19.11.2022 15:00";"1125,7";"894,1";"982,4";"849,6"
"1668866400";"19.11.2022 16:00";"1158,8";"877,3";"1029,2";"841,4"
"1668870000";"19.11.2022 17:00";"1166";"877,1";"1075,7";"841,7"
"1668873600";"19.11.2022 18:00";"1147,6";"862,6";"1064,4";"839,6"
"1668877200";"19.11.2022 19:00";"1121,2";"862";"1034,3";"843,4"
"1668880800";"19.11.2022 20:00";"1054,9";"834,5";"989,4";"834,1"
"1668884400";"19.11.2022 21:00";"1013,1";"832,2";"936,7";"823,4"
"1668888000";"19.11.2022 22:00";"951,2";"831,3";"921";"813,3"
"1668891600";"19.11.2022 23:00";"898,8";"825,5";"870,1";"811,3"
"1668895200";"20.11.2022 00:00";"860,4";"861,8";"852";"837,1"
"1668898800";"20.11.2022 01:00";"812,7";"804,6";"829,9";"783"
"1668902400";"20.11.2022 02:00";"820,6";"830";"813,9";"781,4"
"1668906000";"20.11.2022 03:00";"811,7";"827,8";"813,7";"763"
"1668909600";"20.11.2022 04:00";"817,9";"821,7";"819,7";"769"
"1668913200";"20.11.2022 05:00";"832,4";"813,5";"824,6";"770,4"
"1668916800";"20.11.2022 06:00";"865,1";"827,5";"832,9";"785,3"
"1668920400";"20.11.2022 07:00";"919,2";"832,5";"873,7";"788,7"
"1668924000";"20.11.2022 08:00";"961,9";"817,2";"954,3";"790,8"
"1668927600";"20.11.2022 09:00";"1026,8";"774";"974";"778,2"
"1668931200";"20.11.2022 10:00";"1068,7";"839,2";"986,7";"783,4"
"1668934800";"20.11.2022 11:00";"1087,1";"872";"1020,6";"802,2"
"1668938400";"20.11.2022 12:00";"1080,6";"877";"1023,8";"804,3"
"1668942000";"20.11.2022 13:00";"1070,6";"854,5";"1025,4";"813,5"
"1668945600";"20.11.2022 14:00";"1056,6";"850,8";"1031,4";"797"
"1668949200";"20.11.2022 15:00";"1068,3";"820,5";"1042,6";"805,9"
"1668952800";"20.11.2022 16:00";"1137,7";"835,6";"1091,1";"811,5"
"1668956400";"20.11.2022 17:00";"1151,7";"836";"1101,3";"820,2"
"1668960000";"20.11.2022 18:00";"1131,2";"836,8";"1096,1";"821,4"
"1668963600";"20.11.2022 19:00";"1123,7";"874";"1062,9";"827,3"
"1668967200";"20.11.2022 20:00";"1081,3";"858,4";"1019,9";"827,2"
"1668970800";"20.11.2022 21:00";"1049,2";"819,7";"968,5";"825,9"
"1668974400";"20.11.2022 22:00";"983,6";"820,8";"904,7";"830"
"1668978000";"20.11.2022 23:00";"933,6";"806,1";"867,9";"819,8"
"1668981600";"21.11.2022 00:00";"887,9";"784,8";"852,8";"809,9"
"1668985200";"21.11.2022 01:00";"866,2";"777,2";"818,8";"798,6"
"1668988800";"21.11.2022 02:00";"852,5";"823,9";"814,3";"816,9"
"1668992400";"21.11.2022 03:00";"844,4";"815,1";"817,5";"789,8"
"1668996000";"21.11.2022 04:00";"851";"825,9";"837,9";"814,6"
"1668999600";"21.11.2022 05:00";"876,2";"854,4";"867,9";"843,1"
"1669003200";"21.11.2022 06:00";"1004,7";"872,6";"955";"872,7"
"1669006800";"21.11.2022 07:00";"1148,7";"890,8";"1103,6";"894,6"
"1669010400";"21.11.2022 08:00";"1239,3";"866,7";"1199,3";"888,6"
"1669014000";"21.11.2022 09:00";"1285,2";"867,4";"1206,5";"885,3"
"1669017600";"21.11.2022 10:00";"1316";"886,7";"1235,2";"887,2"
"1669021200";"21.11.2022 11:00";"1316,3";"901";"1237,6";"880,4"
"1669024800";"21.11.2022 12:00";"1292,5";"882,9";"1227";"875,1"
"1669028400";"21.11.2022 13:00";"1302,4";"870,1";"1241,2";"851,8"
"1669032000";"21.11.2022 14:00";"1283,4";"846,6";"1261,5";"837,4"
"1669035600";"21.11.2022 15:00";"1278,7";"840,9";"1265,6";"829,6"
"1669039200";"21.11.2022 16:00";"1285,5";"841,2";"1250,7";"847,2"
"1669042800";"21.11.2022 17:00";"1259,7";"827,6";"1235,8";"849,9"
"1669046400";"21.11.2022 18:00";"1234,5";"822,3";"1217,8";"832"
"1669050000";"21.11.2022 19:00";"1201,4";"837,5";"1181";"834,3"
"1669053600";"21.11.2022 20:00";"1157,4";"812,5";"1141,1";"814,1"
"1669057200";"21.11.2022 21:00";"1117,5";"836,5";"1085,4";"829,6"
"1669060800";"21.11.2022 22:00";"1045,9";"826,5";"1018,7";"809,7"
"1669064400";"21.11.2022 23:00";"961,4";"818";"946,4";"807,5"
"1669068000";"22.11.2022 00:00";"915,9";"812,5";"899,1";"809,4"
"1669071600";"22.11.2022 01:00";"888,7";"801,1";"929,6";"808,3"
"1669075200";"22.11.2022 02:00";"880";"805,4";"905,2";"808,7"
"1669078800";"22.11.2022 03:00";"868,3";"799,4";"903,8";"815,2"
"1669082400";"22.11.2022 04:00";"871,9";"796,7";"913,3";"805,8"
"1669086000";"22.11.2022 05:00";"907,9";"783,4";"944,1";"802,8"
"1669089600";"22.11.2022 06:00";"1020,5";"783,6";"1058,4";"800"
"1669093200";"22.11.2022 07:00";"1148,8";"777,8";"1196";"796,2"
"1669096800";"22.11.2022 08:00";"1245,4";"775,7";"1260,3";"797"
"1669100400";"22.11.2022 09:00";"1287,1";"775,4";"1316,4";"798"
"1669104000";"22.11.2022 10:00";"1316";"810,3";"1329,4";"809,3"
"1669107600";"22.11.2022 11:00";"1321,9";"831,2";"1321,2";"811,9"
"1669111200";"22.11.2022 12:00";"1294,1";"824,8";"1322,1";"818"
"1669114800";"22.11.2022 13:00";"1320";"835,5";"1327";"813,6"
"1669118400";"22.11.2022 14:00";"1277,7";"816,6";"1299,6";"817,7"
"1669122000";"22.11.2022 15:00";"1274,8";"789,6";"1281,6";"812,2"
"1669125600";"22.11.2022 16:00";"1278,6";"808,1";"1301,8";"821,1"
"1669129200";"22.11.2022 17:00";"1262,9";"855,1";"1309,8";"857,2"
"1669132800";"22.11.2022 18:00";"1227,4";"896,8";"1276,8";"889"
"1669136400";"22.11.2022 19:00";"1178,7";"910,6";"1223,7";"909,6"
"1669140000";"22.11.2022 20:00";"1164,5";"907,7";"1191,3";"921,4"
"1669143600";"22.11.2022 21:00";"1101,9";"891,8";"1138,6";"912"
"1669147200";"22.11.2022 22:00";"1028,9";"878,9";"1067,3";"895,7"
"1669150800";"22.11.2022 23:00";"941,9";"824,4";"988,8";"845,1"
"1669154400";"23.11.2022 00:00";"904,9";"818,5";"907,9";"841"
"1669158000";"23.11.2022 01:00";"857,3";"804,2";"900,9";"829,1"
"1669161600";"23.11.2022 02:00";"866,1";"824,1";"896,6";"812,1"
"1669165200";"23.11.2022 03:00";"859,7";"769,3";"913,9";"779,7"
"1669168800";"23.11.2022 04:00";"867";"818,3";"905,7";"785,2"
"1669172400";"23.11.2022 05:00";"913,1";"852,6";"944";"815,8"
"1669176000";"23.11.2022 06:00";"1026,4";"871,4";"1073,1";"852,9"
"1669179600";"23.11.2022 07:00";"1158,7";"901,8";"1184,4";"882,7"
"1669183200";"23.11.2022 08:00";"1241,3";"921,5";"1248,2";"907,9"
"1669186800";"23.11.2022 09:00";"1270,1";"903,7";"1285,4";"909,1"
"1669190400";"23.11.2022 10:00";"1282,3";"897,3";"1286,9";"912,2"
"1669194000";"23.11.2022 11:00";"1274,3";"922,9";"1285";"925,7"
"1669197600";"23.11.2022 12:00";"1252,5";"899,6";"1274,4";"918,3"
"1669201200";"23.11.2022 13:00";"1267,6";"898,6";"1283,9";"923,6"
"1669204800";"23.11.2022 14:00";"1252,6";"877,6";"1290,8";"914,7"
"1669208400";"23.11.2022 15:00";"1254,1";"887";"1283,9";"912,5"
"1669212000";"23.11.2022 16:00";"1282,4";"895,5";"1292,9";"905,9"
"1669215600";"23.11.2022 17:00";"1254,5";"885,5";"1312,8";"903,4"
"1669219200";"23.11.2022 18:00";"1224,8";"897,6";"1321,7";"899,4"
"1669222800";"23.11.2022 19:00";"1183,3";"901,9";"1291,3";"901,9"
"1669226400";"23.11.2022 20:00";"1158,4";"912,2";"1243,3";"907,8"
"1669230000";"23.11.2022 21:00";"1091,5";"898,3";"1179,2";"902,5"
"1669233600";"23.11.2022 22:00";"1038,1";"904,4";"1094,3";"906,6"
"1669237200";"23.11.2022 23:00";"945,7";"830,1";"1003,7";"902,4"
"1669240800";"24.11.2022 00:00";"895,6";"793,1";"900,1";"869,4"
"1669244400";"24.11.2022 01:00";"882,9";"887";"823,6";"810,9"
"1669248000";"24.11.2022 02:00";"867,6";"915,9";"909,2";"907,7"
"1669251600";"24.11.2022 03:00";"865,3";"914,3";"902,1";"906,4"
"1669255200";"24.11.2022 04:00";"872,1";"911";"904,2";"906,5"
"1669258800";"24.11.2022 05:00";"909,4";"905,2";"932,5";"903,8"
"1669262400";"24.11.2022 06:00";"1024,1";"911,3";"1076,2";"894,1"
"1669266000";"24.11.2022 07:00";"1154,4";"967,2";"1189,9";"964,3"
"1669269600";"24.11.2022 08:00";"1238,4";"984,8";"1259";"975,5"
"1669273200";"24.11.2022 09:00";"1274,7";"981,3";"1299,4";"987,8"
"1669276800";"24.11.2022 10:00";"1285,9";"1009,1";"1331,5";"1008"
"1669280400";"24.11.2022 11:00";"1288,8";"1008,4";"1322,2";"1000,8"
"1669284000";"24.11.2022 12:00";"1277,8";"1027,4";"1159,5";"960"
"1669287600";"24.11.2022 13:00";"1304,6";"1051,5";"1167,6";"990,6"
"1669291200";"24.11.2022 14:00";"1260,6";"1141,7";"1279,3";"1160,4"
"1669294800";"24.11.2022 15:00";"1264,5";"1189,1";"1288,8";"1207,5"
"1669298400";"24.11.2022 16:00";"1279,3";"1217,4";"1277,7";"1265,2"
"1669302000";"24.11.2022 17:00";"1262,7";"1255,2";"1284,2";"1233,1"
"1669305600";"24.11.2022 18:00";"1234,8";"1258,3";"1258,2";"1253,7"
"1669309200";"24.11.2022 19:00";"1194,9";"1260,9";"1210,9";"1256,7"
"1669312800";"24.11.2022 20:00";"1162,2";"1286,7";"1182,3";"1268,8"
"1669316400";"24.11.2022 21:00";"1105,9";"1207";"1138,8";"1198,5"
"1669320000";"24.11.2022 22:00";"1032,7";"1195,6";"1081,2";"1216,9"
"1669323600";"24.11.2022 23:00";"953,3";"1196,2";"998,7";"1199,6"
"1669327200";"25.11.2022 00:00";"910,7";"1185,9";"924,8";"1202,8"
"1669330800";"25.11.2022 01:00";"883,4";"1183,9";"929,3";"1192,3"
"1669334400";"25.11.2022 02:00";"871";"1184,6";"902,5";"1184,9"
"1669338000";"25.11.2022 03:00";"866,3";"1187,8";"903,7";"1178,7"
"1669341600";"25.11.2022 04:00";"869,6";"1181,6";"907,2";"1174,5"
"1669345200";"25.11.2022 05:00";"905,4";"1177,1";"931,3";"1180,1"
"1669348800";"25.11.2022 06:00";"1017,4";"1176,1";"1037,7";"1184,6"
"1669352400";"25.11.2022 07:00";"1140,4";"1251,3";"1162,9";"1269,6"
"1669356000";"25.11.2022 08:00";"1230,3";"1269,5";"1242,9";"1263,7"
"1669359600";"25.11.2022 09:00";"1257,6";"1275,4";"1281,7";"1267"
"1669363200";"25.11.2022 10:00";"1267,9";"1281";"1292,9";"1261,3"
"1669366800";"25.11.2022 11:00";"1270";"1286,6";"1286,3";"1275,2"
"1669370400";"25.11.2022 12:00";"1268,9";"1290,6";"1270,5";"1276,4"
"1669374000";"25.11.2022 13:00";"1278,1";"1288,1";"1279,3";"1272,1"
"1669377600";"25.11.2022 14:00";"1248,2";"1267";"1255,8";"1276,3"
"1669381200";"25.11.2022 15:00";"1247";"1262,3";"1252,4";"1287,4"
"1669384800";"25.11.2022 16:00";"1253,6";"1257,8";"1269,2";"1265,8"
"1669388400";"25.11.2022 17:00";"1249,3";"1267,4";"1259,3";"1280,9"
"1669392000";"25.11.2022 18:00";"1219,4";"1275,5";"1216";"1291,2"
"1669395600";"25.11.2022 19:00";"1182,4";"1278,2";"1197,3";"1283,9"
"1669399200";"25.11.2022 20:00";"1143,2";"1276,5";"1173,8";"1280,6"
"1669402800";"25.11.2022 21:00";"1091,5";"1273";"1103,1";"1288"
"1669406400";"25.11.2022 22:00";"1028,2";"1265,1";"1039,6";"1286,4"
"1669410000";"25.11.2022 23:00";"958,3";"1255,7";"958,3";"1266,3"
"1669413600";"26.11.2022 00:00";"916,3";"1236";"902,8";"1238"
"1669417200";"26.11.2022 01:00";"884,2";"1111,1";"897";"1111,9"
"1669420800";"26.11.2022 02:00";"866,1";"1105,6";"877,2";"1103,3"
"1669424400";"26.11.2022 03:00";"862,4";"1105,9";"867,8";"1104,9"
"1669428000";"26.11.2022 04:00";"863,8";"1110,5";"877,6";"1105"
"1669431600";"26.11.2022 05:00";"869,8";"1110,1";"884";"1100,2"
"1669435200";"26.11.2022 06:00";"904,8";"1104,9";"932,6";"1107,6"
"1669438800";"26.11.2022 07:00";"936,8";"1093,4";"978,8";"1090,7"
"1669442400";"26.11.2022 08:00";"982,8";"1099,2";"1020,4";"1102,3"
"1669446000";"26.11.2022 09:00";"1027,9";"1097,4";"1073,2";"1115,2"
"1669449600";"26.11.2022 10:00";"1083,7";"1112,2";"1078,3";"1113,2"
"1669453200";"26.11.2022 11:00";"1091,4";"1110,2";"1087,9";"1102,4"
"1669456800";"26.11.2022 12:00";"1105,5";"1119,6";"1086,2";"1104,6"
"1669460400";"26.11.2022 13:00";"1102,3";"1112,3";"1094,7";"1096,3"
"1669464000";"26.11.2022 14:00";"1092";"1101";"1088,9";"1090,1"
"1669467600";"26.11.2022 15:00";"1102,2";"1095,4";"1093,1";"1091,9"
"1669471200";"26.11.2022 16:00";"1160,4";"1091,9";"1136,6";"1096,5"
"1669474800";"26.11.2022 17:00";"1170,2";"1095,1";"1159,1";"1098,1"
"1669478400";"26.11.2022 18:00";"1153,7";"1092,9";"1141,3";"1093,2"
"1669482000";"26.11.2022 19:00";"1129,4";"1094,9";"1118";"1098,9"
"1669485600";"26.11.2022 20:00";"1094,6";"1093,8";"1097,9";"1097,7"
"1669489200";"26.11.2022 21:00";"1056";"1091,2";"1075,9";"1097"
"1669492800";"26.11.2022 22:00";"1010,7";"1092,1";"1024";"1092,1"
"1669496400";"26.11.2022 23:00";"953,2";"1085,2";"970,3";"1090,5"
"1669500000";"27.11.2022 00:00";"921,2";"1066,2";"909,5";"1062,4"
"1669503600";"27.11.2022 01:00";"893,4";"1167,2";"853,1";"1168,4"
"1669507200";"27.11.2022 02:00";"878,5";"1132,4";"827";"1134,5"
"1669510800";"27.11.2022 03:00";"867,8";"1077,7";"845,1";"1046"
"1669514400";"27.11.2022 04:00";"862,6";"1079,3";"837,2";"1041,2"
"1669518000";"27.11.2022 05:00";"875";"1156,1";"871";"1124"
"1669521600";"27.11.2022 06:00";"902,2";"1156,3";"891,7";"1159,3"
"1669525200";"27.11.2022 07:00";"936,2";"1166,7";"917,4";"1155,8"
"1669528800";"27.11.2022 08:00";"972,5";"1159,8";"964,2";"1159,6"
"1669532400";"27.11.2022 09:00";"1028,5";"1169,6";"1020,9";"1179,5"
"1669536000";"27.11.2022 10:00";"1081,3";"1181,1";"1030,9";"1181,3"
"1669539600";"27.11.2022 11:00";"1101,1";"1191,3";"1036";"1184,6"
"1669543200";"27.11.2022 12:00";"1103,7";"1200,7";"1058,9";"1188,5"
"1669546800";"27.11.2022 13:00";"1099,3";"1190";"1086,8";"1182,4"
"1669550400";"27.11.2022 14:00";"1088,5";"1175,9";"1076";"1180,1"
"1669554000";"27.11.2022 15:00";"1092,9";"1172,9";"1073,1";"1172"
"1669557600";"27.11.2022 16:00";"1146,6";"1159";"1125,7";"1176,4"
"1669561200";"27.11.2022 17:00";"1147,3";"1005,6";"1158,4";"1178,9"
"1669564800";"27.11.2022 18:00";"1157,1";"1036,7";"1154";"1189,9"
"1669568400";"27.11.2022 19:00";"1135,3";"1093,6";"1122,9";"1181,1"
"1669572000";"27.11.2022 20:00";"1102,6";"1083,7";"1102,9";"1186,4"
"1669575600";"27.11.2022 21:00";"1052,6";"1022,4";"1058";"1189,5"
"1669579200";"27.11.2022 22:00";"984,4";"1027,6";"988,3";"1192,4"
"1669582800";"27.11.2022 23:00";"925,5";"1013,2";"938,2";"1186,9"
"1669586400";"28.11.2022 00:00";"883,1";"1010,4";"860,9";"1144,6"
"1669590000";"28.11.2022 01:00";"856,2";"1007,7";"897,3";"1019,6"
"1669593600";"28.11.2022 02:00";"854,6";"1017,5";"872,4";"1018,7"
"1669597200";"28.11.2022 03:00";"850,7";"1016,1";"861,9";"1016,8"
"1669600800";"28.11.2022 04:00";"856,1";"1011,6";"875,4";"1016,9"
"1669604400";"28.11.2022 05:00";"886,4";"1016,4";"917,9";"1019,2"
"1669608000";"28.11.2022 06:00";"1011,6";"1020,7";"1025,9";"1016,6"
"1669611600";"28.11.2022 07:00";"1146,3";"1009,8";"1106,7";"1286,1"
"1669615200";"28.11.2022 08:00";"1234,1";"1009";"1212";"1030,8"
"1669618800";"28.11.2022 09:00";"1265,2";"1012,2";"1256,3";"1023"
"1669622400";"28.11.2022 10:00";"1286,3";"1021,6";"1291,5";"1027,3"
"1669626000";"28.11.2022 11:00";"1303,6";"1042,4";"1281,7";"1027,9"
"1669629600";"28.11.2022 12:00";"1284,6";"1040,4";"1255,3";"1034,9"
"1669633200";"28.11.2022 13:00";"1279,7";"1045";"1268,6";"1028,6"
"1669636800";"28.11.2022 14:00";"1243,6";"1027";"1263,7";"1033,3"
"1669640400";"28.11.2022 15:00";"1240,1";"1015,3";"1258,2";"1031,6"
"1669644000";"28.11.2022 16:00";"1267,5";"1020,7";"1270,4";"1031,7"
"1669647600";"28.11.2022 17:00";"1241,3";"1037,8";"1259,9";"1035,2"
"1669651200";"28.11.2022 18:00";"1214,8";"1038";"1239,5";"1036,4"
"1669654800";"28.11.2022 19:00";"1188,5";"1036,1";"1175,3";"1037,8"
"1669658400";"28.11.2022 20:00";"1153,9";"1025,8";"1138,9";"1363,8"
"1669662000";"28.11.2022 21:00";"1107,9";"1037";"1108,8";"1038,2"
"1669665600";"28.11.2022 22:00";"1037,6";"1037,7";"1039,8";"1041,9"
"1669669200";"28.11.2022 23:00";"954,7";"1031,4";"964,3";"1042,8"
"1669672800";"29.11.2022 00:00";"902,6";"1038";"912,7";"1040,6"
"1669676400";"29.11.2022 01:00";"873,2";"925,5";"940,6";"932,3"
"1669680000";"29.11.2022 02:00";"861,5";"907";"926,5";"934,4"
"1669683600";"29.11.2022 03:00";"856,2";"893,6";"927,1";"931,2"
"1669687200";"29.11.2022 04:00";"857,5";"886";"938,7";"926,8"
"1669690800";"29.11.2022 05:00";"895,9";"893,9";"964,7";"926,1"
"1669694400";"29.11.2022 06:00";"1004,7";"905,5";"1052,5";"944"
"1669698000";"29.11.2022 07:00";"1133";"926,3";"1165,8";"942,4"
"1669701600";"29.11.2022 08:00";"1228,4";"1030,2";"1244,2";"1028,6"
"1669705200";"29.11.2022 09:00";"1253,6";"1045,8";"1312,8";"1052,3"
"1669708800";"29.11.2022 10:00";"1269";"1057,1";"1332,8";"1035,6"
"1669712400";"29.11.2022 11:00";"1293,8";"1099,1";"1313,8";"1051"
"1669716000";"29.11.2022 12:00";"1271,5";"1085,9";"1295";"1048,4"
"1669719600";"29.11.2022 13:00";"1286,1";"1066,7";"1272,2";"1053,7"
"1669723200";"29.11.2022 14:00";"1265,4";"1052,4";"1252,5";"1051,9"
"1669726800";"29.11.2022 15:00";"1268,7";"1049,2";"1303";"1031,5"
"1669730400";"29.11.2022 16:00";"1265,9";"1025,4";"1293,6";"1037,6"
"1669734000";"29.11.2022 17:00";"1247,4";"1019,6";"1302,5";"1025,6"
"1669737600";"29.11.2022 18:00";"1225,1";"1032,4";"1261,5";"1036,2"
"1669741200";"29.11.2022 19:00";"1184,2";"1025,8";"1223,9";"1040,9"
"1669744800";"29.11.2022 20:00";"1149,5";"1022,2";"1162,7";"1045,7"
"1669748400";"29.11.2022 21:00";"1121,8";"1038,3";"1131,1";"1045,1"
"1669752000";"29.11.2022 22:00";"1031,2";"1004,1";"1058,4";"1026,4"
"1669755600";"29.11.2022 23:00";"949,6";"932,8";"978,4";"945,7"
"1669759200";"30.11.2022 00:00";"922,5";"954,1";"924,2";"950,2"
"1669762800";"30.11.2022 01:00";"885,9";"875,3";"908,5";"872,6"
"1669766400";"30.11.2022 02:00";"877,5";"860,7";"911,6";"869,3"
"1669770000";"30.11.2022 03:00";"874,2";"858,9";"901,7";"868,7"
"1669773600";"30.11.2022 04:00";"882,2";"842,6";"908,6";"872,8"
"1669777200";"30.11.2022 05:00";"917,4";"859,1";"947,3";"865,4"
"1669780800";"30.11.2022 06:00";"1027,3";"911,4";"1061,2";"925,3"
"1669784400";"30.11.2022 07:00";"1154";"932,5";"1197,3";"946,4"
"1669788000";"30.11.2022 08:00";"1230,2";"979,8";"1263,3";"998,4"
"1669791600";"30.11.2022 09:00";"1275";"1001,1";"1299,4";"1033,6"
"1669795200";"30.11.2022 10:00";"1295,3";"1021,6";"1312";"1017,9"
"1669798800";"30.11.2022 11:00";"1298,8";"1028,5";"1298,3";"1024,2"
